Product name,description,SKU code,Regular Price,Sale Price,Stock quantity,weight,height,Related product,Short description,parameters,parameter price,Image URL,Meta title SEO,Meta Keyword,Meta Description,Categories,Date
21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"<h2><span style=""font-family:tahoma,geneva,sans-serif;"">AmeriColor Soft Gel Paste 21g (.75oz)</span></h2><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">These represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">Each bottle of AmeriColor Soft Gel Paste contains 0.75oz (21g) of highly concentrated colouring and comes in a convenient squeeze bottle.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">You can use AmeriColor Soft Gel Paste for colouring dough, whipped toppings, icing, fondant, gum paste, etc. </span></span></div><div> </div><div><span style=""font-family:tahoma,geneva,sans-serif;"">Made in the USA, FDA approved is certified kosher.</span></div><p> </p><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Colours range from:</span></h3><ul><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Gold <span style=""color:#ff0000;"">(NEW)</span></span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Avacado</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Chocolate Brown</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Deep Pink</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Leaf Green</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Lemon Yellow</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Orange</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Regal Purple</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Royal Blue</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Black</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Red </span></h3></li></ul><h3> </h3><h3><span style=""font-family: tahoma, geneva, sans-serif; font-size: 12px;"">This is one of the standard products used in classes at Savour Chocolate and Patisserie School.</span></h3>",,4,0,0,0.003,0," Death by Chocolate Macaron, Macarons","AmeriColor Soft Gel Paste represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.",Orange,4, http://www.savourschool.com.au/source/Product/137201605212636039931321594662.jpg,21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"americolors, food colouring, food coloring, food colors, food colours","Savour School has Americolor food colouring in every colour of the rainbow. AmeriColor can be used for colouring dough, whipped toppings, icing, fondant, gum paste, macarons and more."," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",23/07/2014
21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"<h2><span style=""font-family:tahoma,geneva,sans-serif;"">AmeriColor Soft Gel Paste 21g (.75oz)</span></h2><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">These represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">Each bottle of AmeriColor Soft Gel Paste contains 0.75oz (21g) of highly concentrated colouring and comes in a convenient squeeze bottle.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">You can use AmeriColor Soft Gel Paste for colouring dough, whipped toppings, icing, fondant, gum paste, etc. </span></span></div><div> </div><div><span style=""font-family:tahoma,geneva,sans-serif;"">Made in the USA, FDA approved is certified kosher.</span></div><p> </p><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Colours range from:</span></h3><ul><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Gold <span style=""color:#ff0000;"">(NEW)</span></span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Avacado</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Chocolate Brown</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Deep Pink</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Leaf Green</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Lemon Yellow</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Orange</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Regal Purple</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Royal Blue</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Black</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Red </span></h3></li></ul><h3> </h3><h3><span style=""font-family: tahoma, geneva, sans-serif; font-size: 12px;"">This is one of the standard products used in classes at Savour Chocolate and Patisserie School.</span></h3>",,4,0,0,0.003,0," Death by Chocolate Macaron, Macarons","AmeriColor Soft Gel Paste represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.",Red Red,4, http://www.savourschool.com.au/source/Product/137201605212636039931321594662.jpg,21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"americolors, food colouring, food coloring, food colors, food colours","Savour School has Americolor food colouring in every colour of the rainbow. AmeriColor can be used for colouring dough, whipped toppings, icing, fondant, gum paste, macarons and more."," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",23/07/2014
21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"<h2><span style=""font-family:tahoma,geneva,sans-serif;"">AmeriColor Soft Gel Paste 21g (.75oz)</span></h2><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">These represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">Each bottle of AmeriColor Soft Gel Paste contains 0.75oz (21g) of highly concentrated colouring and comes in a convenient squeeze bottle.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">You can use AmeriColor Soft Gel Paste for colouring dough, whipped toppings, icing, fondant, gum paste, etc. </span></span></div><div> </div><div><span style=""font-family:tahoma,geneva,sans-serif;"">Made in the USA, FDA approved is certified kosher.</span></div><p> </p><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Colours range from:</span></h3><ul><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Gold <span style=""color:#ff0000;"">(NEW)</span></span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Avacado</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Chocolate Brown</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Deep Pink</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Leaf Green</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Lemon Yellow</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Orange</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Regal Purple</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Royal Blue</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Black</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Red </span></h3></li></ul><h3> </h3><h3><span style=""font-family: tahoma, geneva, sans-serif; font-size: 12px;"">This is one of the standard products used in classes at Savour Chocolate and Patisserie School.</span></h3>",,4,0,0,0.003,0," Death by Chocolate Macaron, Macarons","AmeriColor Soft Gel Paste represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.",Regal Purple,4, http://www.savourschool.com.au/source/Product/137201605212636039931321594662.jpg,21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"americolors, food colouring, food coloring, food colors, food colours","Savour School has Americolor food colouring in every colour of the rainbow. AmeriColor can be used for colouring dough, whipped toppings, icing, fondant, gum paste, macarons and more."," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",23/07/2014
21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"<h2><span style=""font-family:tahoma,geneva,sans-serif;"">AmeriColor Soft Gel Paste 21g (.75oz)</span></h2><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">These represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">Each bottle of AmeriColor Soft Gel Paste contains 0.75oz (21g) of highly concentrated colouring and comes in a convenient squeeze bottle.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">You can use AmeriColor Soft Gel Paste for colouring dough, whipped toppings, icing, fondant, gum paste, etc. </span></span></div><div> </div><div><span style=""font-family:tahoma,geneva,sans-serif;"">Made in the USA, FDA approved is certified kosher.</span></div><p> </p><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Colours range from:</span></h3><ul><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Gold <span style=""color:#ff0000;"">(NEW)</span></span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Avacado</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Chocolate Brown</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Deep Pink</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Leaf Green</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Lemon Yellow</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Orange</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Regal Purple</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Royal Blue</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Black</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Red </span></h3></li></ul><h3> </h3><h3><span style=""font-family: tahoma, geneva, sans-serif; font-size: 12px;"">This is one of the standard products used in classes at Savour Chocolate and Patisserie School.</span></h3>",,4,0,0,0.003,0," Death by Chocolate Macaron, Macarons","AmeriColor Soft Gel Paste represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.",Royal Blue,4, http://www.savourschool.com.au/source/Product/137201605212636039931321594662.jpg,21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"americolors, food colouring, food coloring, food colors, food colours","Savour School has Americolor food colouring in every colour of the rainbow. AmeriColor can be used for colouring dough, whipped toppings, icing, fondant, gum paste, macarons and more."," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",23/07/2014
21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"<h2><span style=""font-family:tahoma,geneva,sans-serif;"">AmeriColor Soft Gel Paste 21g (.75oz)</span></h2><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">These represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">Each bottle of AmeriColor Soft Gel Paste contains 0.75oz (21g) of highly concentrated colouring and comes in a convenient squeeze bottle.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">You can use AmeriColor Soft Gel Paste for colouring dough, whipped toppings, icing, fondant, gum paste, etc. </span></span></div><div> </div><div><span style=""font-family:tahoma,geneva,sans-serif;"">Made in the USA, FDA approved is certified kosher.</span></div><p> </p><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Colours range from:</span></h3><ul><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Gold <span style=""color:#ff0000;"">(NEW)</span></span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Avacado</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Chocolate Brown</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Deep Pink</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Leaf Green</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Lemon Yellow</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Orange</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Regal Purple</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Royal Blue</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Black</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Red </span></h3></li></ul><h3> </h3><h3><span style=""font-family: tahoma, geneva, sans-serif; font-size: 12px;"">This is one of the standard products used in classes at Savour Chocolate and Patisserie School.</span></h3>",,4,0,0,0.003,0," Death by Chocolate Macaron, Macarons","AmeriColor Soft Gel Paste represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.",Super Black,4, http://www.savourschool.com.au/source/Product/137201605212636039931321594662.jpg,21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"americolors, food colouring, food coloring, food colors, food colours","Savour School has Americolor food colouring in every colour of the rainbow. AmeriColor can be used for colouring dough, whipped toppings, icing, fondant, gum paste, macarons and more."," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",23/07/2014
21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"<h2><span style=""font-family:tahoma,geneva,sans-serif;"">AmeriColor Soft Gel Paste 21g (.75oz)</span></h2><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">These represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">Each bottle of AmeriColor Soft Gel Paste contains 0.75oz (21g) of highly concentrated colouring and comes in a convenient squeeze bottle.</span></span></div><div><span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">You can use AmeriColor Soft Gel Paste for colouring dough, whipped toppings, icing, fondant, gum paste, etc. </span></span></div><div> </div><div><span style=""font-family:tahoma,geneva,sans-serif;"">Made in the USA, FDA approved is certified kosher.</span></div><p> </p><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Colours range from:</span></h3><ul><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Gold <span style=""color:#ff0000;"">(NEW)</span></span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Avacado</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Chocolate Brown</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Deep Pink</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Leaf Green</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Lemon Yellow</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Orange</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Regal Purple</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Royal Blue</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Black</span></h3></li><li><h3><span style=""font-family:tahoma,geneva,sans-serif;"">Super Red </span></h3></li></ul><h3> </h3><h3><span style=""font-family: tahoma, geneva, sans-serif; font-size: 12px;"">This is one of the standard products used in classes at Savour Chocolate and Patisserie School.</span></h3>",,4,0,0,0.003,0," Death by Chocolate Macaron, Macarons","AmeriColor Soft Gel Paste represents a completely new approach to food colour formulation, delivering superior results over conventional food colours.",Super Red,4, http://www.savourschool.com.au/source/Product/137201605212636039931321594662.jpg,21g AmeriColor Soft Gel Paste Food Colour (0.75oz),"americolors, food colouring, food coloring, food colors, food colours","Savour School has Americolor food colouring in every colour of the rainbow. AmeriColor can be used for colouring dough, whipped toppings, icing, fondant, gum paste, macarons and more."," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",23/07/2014
Abscisse Crumpled Chocolate Transfer Sheets,"<p style=""font-size: 23.3333339691162px; color: rgb(51, 51, 51); font-family: Helvetica, Arial, sans-serif; margin: 0px; line-height: 23.519998550415px;""><iframe allowfullscreen="""" frameborder=""0"" height=""169"" src=""https://www.youtube.com/embed/_2fSdNVHaeU?rel=0&controls=0&showinfo=0"" width=""300""></iframe></p><p style=""font-size: 23.3333339691162px; color: rgb(51, 51, 51); font-family: Helvetica, Arial, sans-serif; margin: 0px; line-height: 23.519998550415px;""><span style=""color: rgb(34, 34, 34); font-family: Arial, Verdana, sans-serif; font-size: 12px; line-height: 19px;"">Abscisse chocolate transfer sheets</span></p><p><strong>Directions of use: </strong>Place the transfer sheet with the slightly textured side facing up. Spread a layer of melted chocolate on the surface and set. Cut shapes and or roll the sheet as desired. Place in the fridge for five to ten minutes and remove the plastic.</p><p><strong>Store: </strong>Store the transfer sheets between 15-22ºC.</p><p><strong>Size: </strong>40 x 23cm</p><p><em>Please note that transfer sheets are susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that these will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</em></p>",,4.9,0,0,0.17,0," so good.. Issue 6, Opulence Chocolate Transfer Sheets, CW2169 Round Swirl Chocolate Mould, CW2066 Mini Easter Egg 11mm Chocolate Mould, 60 x 40cm Small Black Rectangle Log Silicon Mould",Create your own colourful chocolate decorations with this Abscisse crumpled chocolate transfer sheet.,,0, http://www.savourschool.com.au/source/Product/237201405633635417313931702450.jpg,Abscisse Crumpled Chocolate Transfer Sheets | Savour Chocolate & Patisserie School,"cake transfer sheets, cake decorating, chocolate transfer sheets, chocolate transfer sheets australia, chocolate transfer sheets sydney, how to use chocolate transfer sheets, chocolate transfer sheet, chocolate art",Create your own colourful chocolate decorations with this Abscisse crumpled chocolate transfer sheet. Savour has the cheapest price on transfer sheets delivered quickly throughout Australia or around the globe., AAAA DEACTIVATED,23/07/2014
Boite a Oeufs Chocolate Transfer Sheets,"<p style=""font-size: 12.222222328186px;""><span style=""font-size: 16px;""><strike>WAS $4.90</strike></span></p><p style=""font-size: 12.222222328186px;""><span style=""font-size: 16px;""><strong><span style=""color: rgb(255, 0, 0);"">NOW $2.50</span></strong></span></p><p> </p><p>Boite a Oeufs chocolate transfer sheets</p><p><strong>Directions of use: </strong>Place the transfer sheet with the slightly textured side facing up. Spread a layer of melted chocolate on the surface and set. Cut shapes and or roll the sheet as desired. Place in the fridge for five to ten minutes and remove the plastic.</p><p><strong>Store: </strong>Store the transfer sheets between 15-22ºC.</p><p><strong>Size: </strong>40 x 25cm</p><p><em>Please note that transfer sheets are susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that these will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</em></p>",,4.9,2.5,0,0.17,0,,"Boite a Oeufs chocolate transfer sheets, create your own colourful chocolate decorations.",,0, http://www.savourschool.com.au/source/Product/237201402444635417294842171200.jpg,Boite à Oeufs Chocolate Transfer Sheets,,"Boite à Oeufs chocolate transfer sheets, create your own colourful chocolate decorations.", AAAA DEACTIVATED,23/07/2014
Da Vinci Chocolate Transfer Sheets,"<p>Da Vinci chocolate transfer sheets</p><p><strong>Directions of use: </strong>Place the transfer sheet with the slightly textured side facing up. Spread a layer of melted chocolate on the surface and set. Cut shapes and or roll the sheet as desired. Place in the fridge for five to ten minutes and remove the plastic.</p><p><strong>Store: </strong>Store the transfer sheets between 15-22ºC.</p><p><strong>Size: </strong>40 x 25cm</p><p><em>Please note that transfer sheets are susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that these will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</em></p>",,4.9,0,0,0.17,0,,"Da Vinci chocolate transfer sheets, create your own colourful chocolate decorations.",,0, http://www.savourschool.com.au/source/Product/237201403050635417298509358700.jpg,Da Vinci Chocolate Transfer Sheets,,"Da Vinci chocolate transfer sheets, create your own colourful chocolate decorations.", AAAA DEACTIVATED,23/07/2014
Hortensia Chocolate Transfer Sheets,"<p>Hortensia chocolate transfer sheets</p><p><strong>Directions of use: </strong>Place the transfer sheet with the slightly textured side facing up. Spread a layer of melted chocolate on the surface and set. Cut shapes and or roll the sheet as desired. Place in the fridge for five to ten minutes and remove the plastic.</p><p><strong>Store: </strong>Store the transfer sheets between 15-22ºC.</p><p><strong>Size: </strong>40 x 25cm</p><p><em>Please note that transfer sheets are susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that these will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</em></p>",,4.9,0,0,0.17,0,,"Hortensia chocolate transfer sheets, create your own colourful chocolate decorations.",,0, http://www.savourschool.com.au/source/Product/237201403847635417303278264950.jpg,Hortensia Chocolate Transfer Sheets,,"Hortensia chocolate transfer sheets, create your own colourful chocolate decorations.", AAAA DEACTIVATED,23/07/2014
Love Crumpled Chocolate Transfer Sheet,"<p><span style=""color:#ff0000;""><span style=""font-size:22px;"">ARRIVING 21ST FEBRUARY 2015.</span></span></p><p> </p><p>Love - Crumpled Chocolate Transfer Sheet</p><p><strong>Directions of use: </strong>Place the transfer sheet with the slightly textured side facing up. Spread a layer of melted chocolate on the surface and set. Cut shapes and or roll the sheet as desired. Place in the fridge for five to ten minutes and remove the plastic.</p><p><strong>Store: </strong>Store the transfer sheets between 15-22ºC.</p><p><strong>Size: </strong>40 x 23cm</p><p><em>Please note that transfer sheets are susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that these will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</em></p>",,4.9,0,0,0.17,0,,"Love Crumpled Chocolate Transfer Sheet, create your own colourful chocolate decorations.",,0, http://www.savourschool.com.au/source/Product/23720140319635417317993733700.jpg,Love Crumpled Chocolate Transfer Sheet,,"Love - Crumpled Chocolate Transfer Sheet, create your own colourful chocolate decorations.", AAAA DEACTIVATED,23/07/2014
Petit Pois Chocolate Transfer Sheets,"<p><iframe allowfullscreen="""" frameborder=""0"" height=""169"" src=""https://www.youtube.com/embed/_2fSdNVHaeU?rel=0&controls=0&showinfo=0"" width=""300""></iframe></p><div> </div><div><p style=""font-size: 12px;""> </p></div><p><span style=""font-size: 12px;"">Petit Pois - Chocolate Transfer Sheet</span></p><p><strong>Directions of use: </strong>Place the transfer sheet with the slightly textured side facing up. Spread a layer of melted chocolate on the surface and set. Cut shapes and or roll the sheet as desired. Place in the fridge for five to ten minutes and remove the plastic.</p><p><strong>Store: </strong>Store the transfer sheets between 15-22ºC.</p><p><strong>Size: </strong>40 x 25cm</p><p><em>Please note that transfer sheets are susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that these will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</em></p><p> </p>",,4.95,0,37,0.17,0," Perse Chocolate Transfer Sheets, Pointillisme Chocolate Transfer Sheets, Vagues Structure Sheet",Create your own colourful chocolate decorations with this Petit Pois chocolate transfer sheet .,,0, http://www.savourschool.com.au/source/Product/23720140830635417321101546200.jpg,Petit Pois Chocolate Transfer Sheets | Savour Chocolate & Patisserie School,"cake transfer sheets, cake decorating, chocolate transfer sheets, chocolate transfer sheets australia, chocolate transfer sheets sydney, how to use chocolate transfer sheets, chocolate transfer sheet, chocolate art","Create your own colourful chocolate decorations with this Petit Pois chocolate transfer sheet. Located in Melbourne, we deliver all around Australia and the world. Ingredients and equipment available instore or online.", Decorating and Garnishing -> Chocolate Transfer Sheets,23/07/2014
Prisme Chocolate Transfer Sheets,"<p style=""font-size: 12.222222328186px;""><span style=""font-size: 16px;""><strike>WAS $4.90</strike></span></p><p style=""font-size: 12.222222328186px;""><span style=""font-size: 16px;""><strong><span style=""color: rgb(255, 0, 0);"">NOW $2.50</span></strong></span></p><p> </p><p>Prisme chocolate transfer sheets</p><p><strong>Directions of use: </strong>Place the transfer sheet with the slightly textured side facing up. Spread a layer of melted chocolate on the surface and set. Cut shapes and or roll the sheet as desired. Place in the fridge for five to ten minutes and remove the plastic.</p><p><strong>Store: </strong>Store the transfer sheets between 15-22ºC.</p><p><strong>Size: </strong>40 x 25cm</p><p><em>Please note that transfer sheets are susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that these will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</em></p>",,4.9,2.5,0,0.17,0,,"Prisme chocolate transfer sheets, create your own colourful chocolate decorations.",,0, http://www.savourschool.com.au/source/Product/247201404851635417885316858700.jpg,Prisme Chocolate Transfer Sheets,,"Prisme chocolate transfer sheets, create your own colourful chocolate decorations.", AAAA DEACTIVATED,24/07/2014
Sous L'Ocean Chocolate Transfer Sheets,"<p style=""font-size: 12.222222328186px;""> </p><p>Sous L'Ocean chocolate transfer sheets</p><p><strong>Directions of use: </strong>Place the transfer sheet with the slightly textured side facing up. Spread a layer of melted chocolate on the surface and set. Cut shapes and or roll the sheet as desired. Place in the fridge for five to ten minutes and remove the plastic.</p><p><strong>Store: </strong>Store the transfer sheets between 15-22ºC.</p><p><strong>Size: </strong>40 x 25cm</p><p><em>Please note that transfer sheets are susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that these will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</em></p>",,6.9,0,1,0.17,0,,"Sous L'Ocean chocolate transfer sheets, create your own colourful chocolate decorations.",,0, http://www.savourschool.com.au/source/Product/247201405615635417889759514950.jpg,Sous L'Ocean - Chocolate Transfer Sheets,,"Sous L'Ocean chocolate transfer sheets, create your own colourful chocolate decorations.", AAAA DEACTIVATED,24/07/2014
Voulez-Vous Chocolate Transfer Sheets,"<p><iframe allowfullscreen="""" frameborder=""0"" height=""169"" src=""https://www.youtube.com/embed/_2fSdNVHaeU?rel=0&controls=0&showinfo=0"" width=""300""></iframe></p><p><span style=""font-size: 12px;"">Voulez-Vous - Chocolate Transfer Sheet</span></p><p><strong>Directions of use: </strong>Place the transfer sheet with the slightly textured side facing up. Spread a layer of melted chocolate on the surface and set. Cut shapes and or roll the sheet as desired. Place in the fridge for five to ten minutes and remove the plastic.</p><p><strong>Store: </strong>Store the transfer sheets between 15-22ºC.</p><p><strong>Size: </strong>40 x 25cm</p><p><em>Please note that transfer sheets are susceptible to high temperatures. While we take every care in packaging items to </em></p>",,6.9,0,0,0.17,0," Opulence Chocolate Transfer Sheets, Perse Chocolate Transfer Sheets, Pointillisme Chocolate Transfer Sheets, Rayures Pastel Stripe Transfer Sheets",Create your own colourful chocolate decorations with this Voulez-Vous chocolate transfer sheets.,,0, http://www.savourschool.com.au/source/Product/24720140351635417894316702450.jpg,Voulez-Vous Chocolate Transfer Sheets | Savour Chocolate & Patisserie School,"cake transfer sheets, cake decorating, chocolate transfer sheets, chocolate transfer sheets australia, chocolate transfer sheets sydney, how to use chocolate transfer sheets, chocolate transfer sheet, chocolate art","Create your own colourful chocolate decorations with this Voulez-Vous chocolate transfer sheets. Located in Melbourne, we deliver all around Australia and the world. Ingredients and equipment available instore or online.", AAAA DEACTIVATED,24/07/2014
